token, fname, lname, job, city, country
2499,Ali,Jones,movie star,Kingston,Jamaica
2500,Benny,Rocky,mix engineer,Salvador,Brazil
2501,Taniyah,34,activist,Ocho Rios,Jamaica
2502,Morgan,Russell,writter,São Luís,Brazil
2503,Daddy,Love,doctor,Kingston,Jamaica
2504,Daryl,Warren,driver,Negril,Jamaica
2505,Phil,Edward,painter,Montego Bay,Jamaica
2506,Jude,Silvera,producer,Montego Bay,Jamaica
2507,Jude,Ranks,trader,Ocho Rios,Jamaica
2508,Judy,Beckford,horns player,Kingston,Jamaica
2509,Ernie,Asher,writter,Negril,Jamaica
2510,Taniyah,Reid,trader,St. Ann,Jamaica
2511,Ellis,Asher,designer,Toronto,Canada
2512,Daryl,Hyatt,designer,Spanish Town,Jamaica
2513,Taniyah,Bennett,developer,Ocho Rios,Jamaica
2514,Bagga,Juice,poet,Mexico City,Mexico
2515,Lloyd,Wallace,architect,São Paulo,Brazil
2516,Clair,Silvera,doctor,London,UK
2517,Daddy,Grant,box lifter,Kingston,Jamaica
2518,Casey,Palmer,drummer,Montego Bay,Jamaica
2519,Bunny,Smith,grower,Birmingham,UK
2520,Kaleisha,Stone,story teller,Montego Bay,Jamaica
2521,Tony,Lion,keyboard player,Panama,Panama
2522,Kenroy,Stephens,dread maker,Manchester,UK
2523,Don,Champion,deejay,Accra,Ghana
2524,Gene,Stephens,painter,Spanish Town,Jamaica
2525,Lou,Smith,story teller,Lalibela,Ethiopia
2526,Cherry,Irie,designer,London,UK
2527,Connie,Youth,designer,Ocho Rios,Jamaica
2528,Kimberley,Irie,driver,St. Ann,Jamaica
2529,Brooke,Pryce,driver,Havana,Cuba
2530,Leroy,Prophet,deejay,Montego Bay,Jamaica
2531,Jess,Trader,activist,Negril,Jamaica
2532,Chris,West,grower,London,UK
2533,Angel,Baker,athlete,Kingston,Jamaica
2534,Big,Black,philosopher,Kingston,Jamaica
2535,Ali,Tucker,painter,London,UK
2536,Shannon,Higgins,painter,Kingston,Jamaica
2537,Donavan,Vibes,keyboard player,Montego Bay,Jamaica
2538,Daryl,Gardner,writter,San Diego,USA
2539,Ketty,Jackson,bassist,Kingston,Jamaica
2540,Kimberley,Jones,developer,Spanish Town,Jamaica
2541,Chevelle,Fraser,selectah,Kingston,Jamaica
2542,Lee,Henderson,doctor,Virgin Islands,Virgin Islands
2543,Adrian,Brooks,horns player,Negril,Jamaica
2544,Stevie,Tucker,producer,Birmingham,UK
2545,Chance,Champion,guitarist,Virgin Islands,Virgin Islands
2546,Francis,Youth,dread maker,Spanish Town,Jamaica
2547,Brooke,Black,developer,Negril,Jamaica
2548,Lee,Tuffy,designer,New York,USA
2549,Marion,Brown,drummer,Negril,Jamaica
2550,Chevelle,Banton,promoter,St. Ann,Jamaica
2551,Shelly,Watson,bassist,Negril,Jamaica
2552,Jada,Warren,trader,Accra,Ghana
2553,Cherry,Asher,story teller,Havana,Cuba
2554,Mickey,Star,grower,London,UK
2555,Kaleisha,West,activist,Dakar,Senegal
2556,Sammy,Gibson,philosopher,St. Ann,Jamaica
2557,Willy,Warriah,story teller,St. Ann,Jamaica
2558,Sista,Ward,dealer,New York,USA
2559,Morgan,Juice,designer,Manchester,UK
2560,Danny,Chambers,keyboard player,San Diego,USA
2561,Morgan,Hyatt,philosopher,São Paulo,Brazil
2562,Taniyah,Higgins,story teller,Kingston,Jamaica
2563,Bob,Edward,teacher,Manchester,UK
2564,Jackie,West,grower,Toronto,Canada
2565,Casey,Russell,cooker,Kingston,Jamaica
2566,Bob,Haynes,dancer,Negril,Jamaica
2567,Steff,Stone,deejay,Accra,Ghana
2568,Mark,Jones,journalist,Havana,Cuba
2569,Jennifer,Powell,horns player,Ocho Rios,Jamaica
2570,Bob,Wong,drummer,Montego Bay,Jamaica
2571,Vinnie,Higgins,photographer,Montego Bay,Jamaica
2572,Delroy,Forrest,driver,Virgin Islands,Virgin Islands
2573,Bunny,Stephens,singer,Spanish Town,Jamaica
2574,Ellis,Davidson,teacher,St. Ann,Jamaica
2575,Randy,London,hustler,Birmingham,UK
2576,Winnie,Reid,rodie,Ocho Rios,Jamaica
2577,August,Brown,designer,Ocho Rios,Jamaica
2578,Jerry,Ward,painter,Miami,USA
2579,Bunny,Irie,teacher,Addis Abeba,Ethiopia
2580,Cherry,Burton,architect,Los Angeles,USA
2581,Natty,Chin,producer,Spanish Town,Jamaica
2582,Sista,Kultcha,percussionist,Luanda,Angola
2583,Sammy,Hyatt,dancer,Montego Bay,Jamaica
2584,Sammy,Ranks,mix engineer,Ocho Rios,Jamaica
2585,Casey,Champion,farmer,San Francisco,USA
2586,Noel,Rocky,cooker,Montego Bay,Jamaica
2587,Jada,Green,doctor,Spanish Town,Jamaica
2588,Bagga,Hold,box lifter,San Andres,Colombia
2589,Kelly,Tucker,journalist,St. Ann,Jamaica
2590,Jah,Francis,artisan,Manchester,UK
2591,Mighty,Black,keyboard player,San Francisco,USA
2592,Cherry,Williams,producer,Ocho Rios,Jamaica
2593,Shannon,Tucker,movie star,Bristol,UK
2594,Big,Francis,painter,Bristol,UK
2595,Lioness,Jones,mix engineer,San Jose,Costa Rica
2596,Mighty,Stephens,welder,Negril,Jamaica
2597,Mickey,Lawson,dread maker,San Andres,Colombia
2598,Bagga,Trader,photographer,Montego Bay,Jamaica
2599,Mark,Beckford,writter,Mexico City,Mexico
2600,Reggie,Wonder,dread maker,New York,USA
2601,General,Higgins,box lifter,Bristol,UK
2602,Linda,Bhing,activist,Negril,Jamaica
2603,Queen,Smith,dread maker,Salvador,Brazil
2604,Lee,Jacobs,dancer,St. Ann,Jamaica
2605,Leslie,White,selectah,Negril,Jamaica
2606,Izzy,Ward,guitarist,Manchester,UK
2607,Courtney,Wong,farmer,Kingston,Jamaica
2608,Kelly,Wong,promoter,Montego Bay,Jamaica
2609,Delroy,Hylton,rodie,Salvador,Brazil
2610,Zekiah,Ward,mix engineer,Spanish Town,Jamaica
2611,Stevie,Spirit,percussionist,São Luís,Brazil
2612,Benny,Cooper,cooker,Manchester,UK
2613,Sista,Francis,deejay,Virgin Islands,Virgin Islands
2614,Alex,Hyatt,movie star,Spanish Town,Jamaica
2615,Chris,Hold,writter,New York,USA
2616,Alex,Ross,athlete,London,UK
2617,Clive,Bull,philosopher,St. Ann,Jamaica
2618,Aayla,Anderson,movie star,Kingston,Jamaica
2619,Daddy,Gardner,dread maker,Montego Bay,Jamaica
2620,Connie,Warren,dealer,Kingston,Jamaica
2621,Judy,Grant,philosopher,New York,USA
2622,Gabby,Watson,cooker,Bristol,UK
2623,Jennifer,Pryce,cooker,Negril,Jamaica
2624,Tony,Warren,dancer,Ocho Rios,Jamaica
2625,Don,McKenzie,teacher,San Francisco,USA
2626,Daddy,Bailey,journalist,Negril,Jamaica
2627,Connie,Black,box lifter,San Francisco,USA
2628,Ernie,Warren,mix engineer,Ocho Rios,Jamaica
2629,Ruby,Ranks,keyboard player,Kingston,Jamaica
2630,Kenroy,Baker,box lifter,San Francisco,USA
2631,Morgan,Judah,designer,Ocho Rios,Jamaica
2632,Ali,Russell,promoter,Montego Bay,Jamaica
2633,Kimberley,Crystal,philosopher,Spanish Town,Jamaica
2634,Ellis,Hyatt,driver,Kingston,Jamaica
2635,Jah,Mystic,deejay,Manchester,UK
2636,Mel,Edward,journalist,Spanish Town,Jamaica
2637,Willy,London,story teller,Manchester,UK
2638,Andy,Smokey,hustler,Kingston,Jamaica
2639,Leslie,Cooper,grower,Kingston,Jamaica
2640,Brooke,Russell,designer,Spanish Town,Jamaica
2641,Erin,Davidson,athlete,New York,USA
2642,Miss,Banton,keyboard player,Paris,France
2643,Lou,Grant,box lifter,Lalibela,Ethiopia
2644,Steff,Moore,artisan,Ocho Rios,Jamaica
2645,Shelly,Chin,farmer,New York,USA
2646,Taylor,Jones,box lifter,Kingston,Jamaica
2647,August,Ford,guitarist,Rio de Janeiro,Brazil
2648,Ollie,Judah,grower,Accra,Ghana
2649,Noel,Forbes,mix engineer,Salvador,Brazil
2650,Danny,Bear,keyboard player,Miami,USA
2651,Aayla,Powell,keyboard player,Ocho Rios,Jamaica
2652,Aayla,Rocky,mix engineer,Addis Abeba,Ethiopia
2653,Zekiah,Collins,bassist,Virgin Islands,Virgin Islands
2654,Courtney,Williams,athlete,Ocho Rios,Jamaica
2655,Stevie,Baker,horns player,London,UK
2656,Ranking,Fyah,cooker,Bristol,UK
2657,Vic,Asher,farmer,Addis Abeba,Ethiopia
2658,Cameron,Echo,journalist,Spanish Town,Jamaica
2659,Leslie,Campbell,activist,St. Ann,Jamaica
2660,Connie,West,artisan,Dakar,Senegal
2661,Stevie,Campbell,percussionist,Ocho Rios,Jamaica
2662,Izzy,Bailey,bassist,London,UK
2663,Hopeton,I,developer,Negril,Jamaica
2664,Jess,Ross,horns player,Manchester,UK
2665,Bertie,Stephens,welder,Addis Abeba,Ethiopia
2666,Mark,Silvera,doctor,Salvador,Brazil
2667,Jerry,Ross,developer,Miami,USA
2668,Morgan,Echo,producer,Accra,Ghana
2669,Ray,Henderson,artisan,Spanish Town,Jamaica
2670,Big,Edward,developer,Kingston,Jamaica
2671,Sista,Bailey,philosopher,Ocho Rios,Jamaica
2672,Randy,Reid,producer,San Francisco,USA
2673,Bagga,Fisher,bassist,San Francisco,USA
2674,Courtney,Sterling,rodie,Accra,Ghana
2675,Ali,Vibes,trader,Kingston,Jamaica
2676,Taniyah,Youth,guitarist,Accra,Ghana
2677,Randy,Crystal,designer,Kingston,Jamaica
2678,Delroy,Stephens,story teller,San Andres,Colombia
2679,Miss,West,developer,Dakar,Senegal
2680,Taylor,Sinclair,teacher,Kingston,Jamaica
2681,Phil,Killah,promoter,Kingston,Jamaica
2682,Ruby,Bailey,trader,New York,USA
2683,Ricky,Henderson,producer,San Jose,Costa Rica
2684,Mickey,Vibes,box lifter,Lisbon,Portugal
2685,Kelly,I,driver,London,UK
2686,Steff,Lion,singer,Spanish Town,Jamaica
2687,Vic,Beckford,bassist,New York,USA
2688,Donavan,Livingston,promoter,Kingston,Jamaica
2689,Glen,Jacobs,dread maker,Montego Bay,Jamaica
2690,Jennifer,Davidson,dealer,Montego Bay,Jamaica
2691,Benny,Tucker,teacher,San Andres,Colombia
2692,Bagga,Ford,cooker,Montego Bay,Jamaica
2693,Noel,Chambers,philosopher,Mexico City,Mexico
2694,Tony,Pryce,dealer,Spanish Town,Jamaica
2695,Eddie,Baker,doctor,Addis Abeba,Ethiopia
2696,Delroy,Brown,driver,Kingston,Jamaica
2697,Chance,Bailey,singer,Spanish Town,Jamaica
2698,Randy,Brooks,philosopher,London,UK
2699,Chloe,Star,trader,Kingston,Jamaica
2700,Linda,Judah,designer,Kingston,Jamaica
2701,Jada,Jacobs,designer,Mexico City,Mexico
2702,Vic,Chin,singer,São Paulo,Brazil
2703,Rickie,London,deejay,St. Ann,Jamaica
2704,Andy,Tucker,hustler,Negril,Jamaica
2705,Taniyah,Forbes,producer,Montego Bay,Jamaica
2706,Kenroy,Forbes,dancer,Negril,Jamaica
2707,General,Palmer,journalist,New York,USA
2708,Bob,Collins,promoter,Montego Bay,Jamaica
2709,Marion,Love,painter,Paris,France
2710,Clive,Powell,trader,Toronto,Canada
2711,Jess,Warren,driver,São Paulo,Brazil
2712,Val,Clarke,dread maker,Miami,USA
2713,Lloyd,Irie,story teller,New York,USA
2714,Horace,Lawson,dread maker,Kingston,Jamaica
2715,Leslie,Chin,writter,Lalibela,Ethiopia
2716,Eddie,Echo,driver,Ocho Rios,Jamaica
2717,Desmond,Stephens,dread maker,Negril,Jamaica
2718,Adrian,Gibson,activist,Addis Abeba,Ethiopia
2719,Willy,Hold,developer,St. Ann,Jamaica
2720,Leroy,Hylton,percussionist,London,UK
2721,Carol,Davidson,welder,San Diego,USA
2722,Daddy,Brown,movie star,Dakar,Senegal
2723,Kelly,Collins,welder,Spanish Town,Jamaica
2724,Morgan,Bhing,writter,Accra,Ghana
2725,Horace,Livingston,trader,St. Ann,Jamaica
2726,Ras,Whales,farmer,Toronto,Canada
2727,Eddie,Brown,keyboard player,Kingston,Jamaica
2728,Phil,Watson,doctor,Los Angeles,USA
2729,Hopeton,Star,driver,Spanish Town,Jamaica
2730,Morgan,Black,singer,Ocho Rios,Jamaica
2731,Izzy,Campbell,box lifter,Negril,Jamaica
2732,Jackie,Irie,artisan,Mexico City,Mexico
2733,Gabby,Williams,singer,Kingston,Jamaica
2734,Chris,Judah,doctor,San Jose,Costa Rica
2735,Jackie,Green,drummer,St. Ann,Jamaica
2736,Desmond,Bhing,selectah,Salvador,Brazil
2737,Judy,Davis,grower,Mexico City,Mexico
2738,Reggie,Tucker,grower,Accra,Ghana
2739,Kelly,Fisher,keyboard player,Bristol,UK
2740,Jerry,Lawson,activist,Negril,Jamaica
2741,Judy,Ruler,box lifter,Kingston,Jamaica
2742,Donavan,Lawson,teacher,London,UK
2743,Jean,Bennett,trader,Montego Bay,Jamaica
2744,Ashley,Hyatt,bassist,Miami,USA
2745,Francis,Rodriguez,architect,Berlin,DE
2746,Ali,Irie,architect,Spanish Town,Jamaica
2747,Ranking,Stephens,dread maker,Spanish Town,Jamaica
2748,Bagga,Black,grower,Ocho Rios,Jamaica
2749,Rickie,EastWood,box lifter,Ocho Rios,Jamaica
2750,Chevelle,Killah,mix engineer,San Francisco,USA
2751,Bunny,Francis,artisan,Amsterdan,NL
2752,Courtney,Russell,grower,Addis Abeba,Ethiopia
2753,Linda,Tucker,artisan,Kingston,Jamaica
2754,Marion,I,painter,Ocho Rios,Jamaica
2755,Miss,Vibez,activist,Ocho Rios,Jamaica
2756,Courtney,Reid,percussionist,Ocho Rios,Jamaica
2757,Zekiah,Rodriguez,designer,St. Ann,Jamaica
2758,Jude,Judah,hustler,Spanish Town,Jamaica
2759,Jennifer,Green,writter,Havana,Cuba
2760,Bob,Trader,poet,Accra,Ghana
2761,Hopeton,Youth,poet,New York,USA
2762,Lee,Brown,doctor,São Paulo,Brazil
2763,Sista,Tuffy,designer,Ocho Rios,Jamaica
2764,Steff,Forrest,mix engineer,Kingston,Jamaica
2765,Likkle,Prophet,trader,Ocho Rios,Jamaica
2766,Jerry,Vibez,hustler,Mexico City,Mexico
2767,Andy,Burton,selectah,Spanish Town,Jamaica
2768,Donavan,Jones,photographer,Birmingham,UK
2769,Eddie,Tuffy,story teller,New York,USA
2770,Gabby,Sterling,teacher,San Jose,Costa Rica
2771,Zekiah,Baker,producer,São Paulo,Brazil
2772,Judy,Lewis,photographer,New York,USA
2773,Desmond,Hylton,teacher,St. Ann,Jamaica
2774,Judy,Whales,writter,Toronto,Canada
2775,Benny,Wonder,journalist,New York,USA
2776,August,Cooper,promoter,Ocho Rios,Jamaica
2777,Likkle,Echo,hustler,Negril,Jamaica
2778,Desmond,Powell,farmer,London,UK
2779,Lioness,Davis,driver,Bristol,UK
2780,Miss,London,driver,Negril,Jamaica
2781,Ricky,Bhing,philosopher,Ocho Rios,Jamaica
2782,Clive,Jones,activist,Dakar,Senegal
2783,Big,Trader,box lifter,Kingston,Jamaica
2784,Chris,Rodriguez,story teller,Dakar,Senegal
2785,Linda,Stephens,producer,Kingston,Jamaica
2786,Ollie,Lion,designer,London,UK
2787,Ranking,Lion,designer,Kingston,Jamaica
2788,Leslie,Clarke,doctor,Bristol,UK
2789,Chevelle,Pryce,producer,New York,USA
2790,General,Wonder,poet,London,UK
2791,Izzy,Anderson,selectah,Virgin Islands,Virgin Islands
2792,Leroy,Jarret,rodie,São Luís,Brazil
2793,Miss,Ward,bassist,Ocho Rios,Jamaica
2794,August,Haynes,guitarist,Lalibela,Ethiopia
2795,Glen,Livingston,producer,Mexico City,Mexico
2796,Lloyd,Judah,dealer,Los Angeles,USA
2797,Francis,Sinclair,horns player,Accra,Ghana
2798,Taniyah,Moore,activist,St. Ann,Jamaica
2799,Zekiah,Powell,mix engineer,New York,USA
2800,Bob,Sinclair,developer,New York,USA
2801,Lloyd,Hold,welder,New York,USA
2802,Angel,Francis,cooker,St. Ann,Jamaica
2803,Ellis,Sinclair,bassist,Miami,USA
2804,Eddie,Powell,rodie,Negril,Jamaica
2805,Miss,Cole,mix engineer,Kingston,Jamaica
2806,Casey,Reid,drummer,St. Ann,Jamaica
2807,Francis,Campbell,designer,Spanish Town,Jamaica
2808,Sammy,Fisher,story teller,Montego Bay,Jamaica
2809,Bunny,Haynes,rodie,Lagos,Nigeria
2810,Donavan,Chin,rodie,Kingston,Jamaica
2811,Chance,Stone,photographer,Negril,Jamaica
2812,Ernie,Chung,dancer,London,UK
2813,Chance,Jackson,guitarist,Spanish Town,Jamaica
2814,Natty,Brooks,artisan,Negril,Jamaica
2815,Marion,Ford,bassist,Montego Bay,Jamaica
2816,Cameron,Burton,farmer,Paris,France
2817,Chloe,Wong,trader,Negril,Jamaica
2818,Shannon,Gardner,architect,Montego Bay,Jamaica
2819,Kaleisha,Jarret,trader,New York,USA
2820,Ranking,Fraser,movie star,Birmingham,UK
2821,Desmond,Collins,artisan,New York,USA
2822,Daddy,Rodriguez,writter,Kingston,Jamaica
2823,Jude,Bennett,bassist,Spanish Town,Jamaica
2824,Glen,Anderson,selectah,Los Angeles,USA
2825,Stevie,Hold,singer,San Diego,USA
2826,Lee,Chin,farmer,Negril,Jamaica
2827,Hopeton,Ford,box lifter,Mexico City,Mexico
2828,Horace,Fuller,percussionist,Ocho Rios,Jamaica
2829,Jerry,Silvera,cooker,Amsterdan,NL
2830,Cameron,Gardner,philosopher,Kingston,Jamaica
2831,Noel,Forrest,farmer,Panama,Panama
2832,Sista,Warriah,welder,Manchester,UK
2833,Francis,Grant,singer,Ocho Rios,Jamaica
2834,Alex,Bennett,teacher,Accra,Ghana
2835,Cherry,Lewis,selectah,Montego Bay,Jamaica
2836,Adrian,Prophet,promoter,Los Angeles,USA
2837,Francis,Warriah,dancer,Dakar,Senegal
2838,Sista,Black,trader,London,UK
2839,Leroy,Black,promoter,San Jose,Costa Rica
2840,Junior,Black,percussionist,San Diego,USA
2841,Jean,Spirit,story teller,St. Ann,Jamaica
2842,Eddie,Russell,developer,Montego Bay,Jamaica
2843,Jerry,25,poet,Toronto,Canada
2844,Jada,Reid,dread maker,Ocho Rios,Jamaica
2845,Chloe,Wallace,dread maker,London,UK
2846,Sista,Banton,architect,Trinidad & Tobago,Trinidad & Tobago
2847,Ollie,Crystal,story teller,Negril,Jamaica
2848,Adrian,Grant,story teller,Spanish Town,Jamaica
2849,Desmond,Vibes,writter,Negril,Jamaica
2850,Andy,I,hustler,New York,USA
2851,Tony,Clarke,architect,Mexico City,Mexico
2852,Willy,Henderson,story teller,Kingston,Jamaica
2853,Sammy,Mystic,keyboard player,Mexico City,Mexico
2854,Mark,Clarke,poet,Lagos,Nigeria
2855,Randy,Jones,photographer,London,UK
2856,Ray,Smokey,farmer,London,UK
2857,Cherry,Fuller,selectah,Montego Bay,Jamaica
2858,Chloe,Smokey,rodie,Panama,Panama
2859,Ashley,Crystal,producer,San Francisco,USA
2860,Ranking,29,artisan,London,UK
2861,Ali,Hylton,guitarist,Lalibela,Ethiopia
2862,Ray,Edward,teacher,São Luís,Brazil
2863,Tony,EastWood,singer,Luanda,Angola
2864,Chevelle,Black,singer,Mexico City,Mexico
2865,Natty,Clarke,dread maker,Montego Bay,Jamaica
2866,Taylor,35,farmer,Miami,USA
2867,Leslie,Jackson,keyboard player,St. Ann,Jamaica
2868,Randy,Jackson,farmer,New York,USA
2869,Val,Irie,farmer,London,UK
2870,Kelly,Higgins,singer,Spanish Town,Jamaica
2871,Casey,Pryce,keyboard player,São Luís,Brazil
2872,Eddie,Bear,designer,Dakar,Senegal
2873,Ray,Ruler,box lifter,St. Ann,Jamaica
2874,Junior,Moore,bassist,New York,USA
2875,Chris,Anderson,mix engineer,St. Ann,Jamaica
2876,Tony,Love,box lifter,St. Ann,Jamaica
2877,Carol,Chung,farmer,Kingston,Jamaica
2878,Aayla,Burton,designer,Paris,France
2879,Jean,Livingston,percussionist,New York,USA
2880,Ollie,London,dealer,Negril,Jamaica
2881,Randy,Watson,grower,Bristol,UK
2882,Sista,EastWood,grower,Toronto,Canada
2883,Bertie,Sinclair,deejay,Montego Bay,Jamaica
2884,Ranking,Grant,rodie,Spanish Town,Jamaica
2885,Lloyd,Fisher,driver,Ocho Rios,Jamaica
2886,Andy,Lion,painter,Ocho Rios,Jamaica
2887,Queen,Livingston,selectah,Manchester,UK
2888,Mark,Fisher,welder,Kingston,Jamaica
2889,Ray,Burton,keyboard player,Negril,Jamaica
2890,Noel,Fyah,percussionist,Montego Bay,Jamaica
2891,Mickey,Whales,rodie,St. Ann,Jamaica
2892,Ruby,Forbes,mix engineer,Amsterdan,NL
2893,Danny,Jones,keyboard player,St. Ann,Jamaica
2894,Bunny,Livingston,promoter,St. Ann,Jamaica
2895,Sammy,Fraser,mix engineer,Kingston,Jamaica
2896,Jean,Trader,developer,Salvador,Brazil
2897,Mighty,Ward,philosopher,Montego Bay,Jamaica
2898,Chevelle,Russell,designer,Montego Bay,Jamaica
2899,Phil,Wise,story teller,Manchester,UK
2900,Francis,Lewis,box lifter,Kingston,Jamaica
2901,Lioness,Vernon,athlete,London,UK
2902,Ketty,Wonder,activist,Toronto,Canada
2903,Lee,Richardson,bassist,Kingston,Jamaica
2904,Jada,Watson,dancer,San Diego,USA
2905,Taniyah,Collins,cooker,Lalibela,Ethiopia
2906,Ricky,Williams,designer,Bristol,UK
2907,Daryl,Jacobs,activist,Spanish Town,Jamaica
2908,Big,Banton,hustler,Montego Bay,Jamaica
2909,Aayla,Black,producer,London,UK
2910,Clair,Youth,bassist,Montego Bay,Jamaica
2911,Ketty,Levi,dancer,Negril,Jamaica
2912,Delroy,Lewis,percussionist,Paris,France
2913,Chris,Banks,designer,Lalibela,Ethiopia
2914,Danny,Livingston,philosopher,Ocho Rios,Jamaica
2915,Clair,Vernon,architect,Kingston,Jamaica
2916,Casey,Buchanan,designer,Negril,Jamaica
2917,Alex,Francis,designer,Addis Abeba,Ethiopia
2918,Kaleisha,Love,promoter,San Andres,Colombia
2919,Natty,Kultcha,philosopher,Lisbon,Portugal
2920,Jerry,Johnson,athlete,San Diego,USA
2921,Danny,Ross,driver,London,UK
2922,Glen,Bailey,mix engineer,Manchester,UK
2923,Bob,Lawrence,deejay,Negril,Jamaica
2924,Glen,Lion,artisan,New York,USA
2925,General,Spirit,developer,Manchester,UK
2926,Lee,Judah,driver,Montego Bay,Jamaica
2927,Noel,Collins,deejay,Negril,Jamaica
2928,Gabby,Jacobs,farmer,Trinidad & Tobago,Trinidad & Tobago
2929,Lou,Fuller,keyboard player,Ocho Rios,Jamaica
2930,Kenroy,Wise,selectah,San Andres,Colombia
2931,Courtney,Hold,box lifter,Negril,Jamaica
2932,Ali,Prophet,deejay,New York,USA
2933,Jennifer,Black,doctor,Spanish Town,Jamaica
2934,Glen,Chambers,mix engineer,Ocho Rios,Jamaica
2935,Horace,Winner,mix engineer,Addis Abeba,Ethiopia
2936,Chris,Davidson,driver,Harare,Zimbabwe
2937,Ollie,Warriah,dealer,Negril,Jamaica
2938,Taylor,Watson,keyboard player,Mexico City,Mexico
2939,Jennifer,White,journalist,Montego Bay,Jamaica
2940,General,Edward,guitarist,London,UK
2941,Daddy,Bennett,deejay,Salvador,Brazil
2942,Mel,Grant,mix engineer,New York,USA
2943,Benny,White,designer,São Paulo,Brazil
2944,Eddie,Palmer,keyboard player,Lalibela,Ethiopia
2945,Mighty,Ruler,photographer,Panama,Panama
2946,Marion,Green,horns player,São Luís,Brazil
2947,Alex,Wise,dancer,Negril,Jamaica
2948,Junior,Hylton,welder,San Francisco,USA
2949,Lee,Bennett,athlete,Montego Bay,Jamaica
2950,Ras,Smokey,developer,London,UK
2951,Mighty,Hold,producer,Negril,Jamaica
2952,Erin,Whales,promoter,Accra,Ghana
2953,Big,Bennett,guitarist,Kingston,Jamaica
2954,Adrian,McKenzie,driver,Montego Bay,Jamaica
2955,Chevelle,Haynes,bassist,Birmingham,UK
2956,Glen,Powell,mix engineer,Bristol,UK
2957,Natty,Forrest,grower,Negril,Jamaica
2958,Shelly,Palmer,writter,Negril,Jamaica
2959,Lioness,Mystic,artisan,Addis Abeba,Ethiopia
2960,Jean,Wallace,movie star,Ocho Rios,Jamaica
2961,Chevelle,Love,artisan,Spanish Town,Jamaica
2962,Mark,Echo,farmer,Los Angeles,USA
2963,Tony,Chin,driver,Paris,France
2964,Lloyd,Russell,doctor,Birmingham,UK
2965,Danny,I,doctor,Negril,Jamaica
2966,Daddy,Lawson,photographer,Montego Bay,Jamaica
2967,Chris,Vibez,photographer,Lisbon,Portugal
2968,Phil,Thompson,bassist,Spanish Town,Jamaica
2969,Jude,Fuller,philosopher,St. Ann,Jamaica
2970,Noel,Bear,welder,Ocho Rios,Jamaica
2971,Carol,Bull,keyboard player,Ocho Rios,Jamaica
2972,Kaleisha,Thompson,dread maker,Ocho Rios,Jamaica
2973,Vic,Burton,philosopher,Dakar,Senegal
2974,Bunny,Tuffy,horns player,New York,USA
2975,Junior,Star,developer,Spanish Town,Jamaica
2976,Ali,McKenzie,rodie,San Andres,Colombia
2977,Horace,Thompson,hustler,Miami,USA
2978,Stevie,Echo,rodie,Lalibela,Ethiopia
2979,Mel,Anderson,mix engineer,Berlin,DE
2980,Erin,Trader,artisan,Negril,Jamaica
2981,August,Buchanan,activist,Kingston,Jamaica
2982,Ollie,Banks,deejay,Spanish Town,Jamaica
2983,Leroy,Sterling,designer,New York,USA
2984,Andy,Cooper,movie star,Montego Bay,Jamaica
2985,Rickie,White,dancer,Paris,France
2986,Jerry,Pryce,poet,Kingston,Jamaica
2987,Kenroy,Brown,journalist,Spanish Town,Jamaica
2988,Lee,Lawson,cooker,London,UK
2989,Mark,Star,designer,Ocho Rios,Jamaica
2990,Kenroy,Trader,producer,Kingston,Jamaica
2991,Casey,Prophet,cooker,Luanda,Angola
2992,Bob,Bull,mix engineer,Montego Bay,Jamaica
2993,Kimberley,Richardson,dancer,Salvador,Brazil
2994,Cameron,Tucker,selectah,Ocho Rios,Jamaica
2995,Rickie,Cole,developer,Toronto,Canada
2996,Leslie,Reid,grower,São Paulo,Brazil
2997,Jude,Ford,bassist,Kingston,Jamaica
2998,Bunny,Levi,doctor,Addis Abeba,Ethiopia
2999,Donavan,Williams,dread maker,Panama,Panama
3000,Steff,Vibez,mix engineer,San Diego,USA
3001,Delroy,Vibes,dread maker,São Luís,Brazil
3002,Erin,Richardson,driver,Negril,Jamaica
3003,Rickie,Fraser,artisan,New York,USA
3004,Cherry,Cooper,philosopher,London,UK
3005,Clair,Tucker,poet,Bristol,UK
3006,Big,Bear,doctor,London,UK
3007,Donavan,Kultcha,athlete,San Francisco,USA
3008,Shannon,Palmer,box lifter,San Andres,Colombia
3009,Cameron,Beckford,designer,Spanish Town,Jamaica
3010,Donavan,Pryce,artisan,Kingston,Jamaica
3011,Andy,Bhing,welder,Mexico City,Mexico
3012,Bertie,Ross,dancer,San Andres,Colombia
3013,Gabby,Jarret,dealer,London,UK
3014,Miss,Haynes,movie star,San Diego,USA
3015,Natty,Richardson,painter,New York,USA
3016,Morgan,Jackson,story teller,Toronto,Canada
3017,Donavan,Asher,drummer,Kingston,Jamaica
3018,Jean,Palmer,designer,Negril,Jamaica
3019,Lee,Campbell,singer,London,UK
3020,Lee,Francis,doctor,Negril,Jamaica
3021,Brooke,Jacobs,architect,Ocho Rios,Jamaica
3022,Clair,Jacobs,photographer,London,UK
3023,Ray,Davidson,dread maker,Montego Bay,Jamaica
3024,Cedella,Wallace,painter,Paris,France
3025,Big,Rocky,dancer,Birmingham,UK
3026,Miss,Jones,photographer,Trinidad & Tobago,Trinidad & Tobago
3027,Ernie,Green,selectah,Salvador,Brazil
